,Model Number,Accuracy,Sample Count
516,1,0.13364732265472412,33280
517,2,0.1288381665945053,33280
518,3,0.13199694454669952,33280
519,4,0.1362694650888443,33280
520,1,0.13341666758060455,33536
521,2,0.12862727046012878,33536
522,3,0.13176211714744568,33536
523,4,0.13598106801509857,33536
524,1,0.13318946957588196,33792
525,2,0.12841954827308655,33792
526,3,0.13153082132339478,33792
527,4,0.13569699227809906,33792
528,1,0.13296566903591156,34048
529,2,0.12821492552757263,34048
530,3,0.13130298256874084,34048
531,4,0.1354171633720398,34048
532,1,0.1327451914548874,34304
533,2,0.12801332771778107,34304
534,3,0.13107851147651672,34304
535,4,0.13514147698879242,34304
536,1,0.13252794742584229,34560
537,2,0.12781471014022827,34560
538,3,0.13085734844207764,34560
539,4,0.13486985862255096,34560
540,1,0.13231386244297028,34816
541,2,0.12761898338794708,34816
542,3,0.13063941895961761,34816
543,4,0.13460218906402588,34816
544,1,0.13210289180278778,35072
545,2,0.12742608785629272,35072
546,3,0.1304246336221695,35072
547,4,0.1343384087085724,35072
548,1,0.13189496099948883,35328
549,2,0.12723596394062042,35328
550,3,0.1302129477262497,35328
551,4,0.13407841324806213,35328
552,1,0.13168999552726746,35584
553,2,0.1270485669374466,35584
554,3,0.13000428676605225,35584
555,4,0.13382214307785034,35584
556,1,0.13148795068264008,35840
557,2,0.12686382234096527,35840
558,3,0.12979857623577118,35840
559,4,0.13356950879096985,35840
560,1,0.13128873705863953,36096
561,2,0.12668168544769287,36096
562,3,0.1295957714319229,36096
563,4,0.1333204209804535,36096
564,1,0.13109230995178223,36352
565,2,0.12650209665298462,36352
566,3,0.12939579784870148,36352
567,4,0.1330748200416565,36352
568,1,0.1308986097574234,36608
569,2,0.12632499635219574,36608
570,3,0.1291986107826233,36608
571,4,0.1328326314687729,36608
572,1,0.13070759177207947,36864
573,2,0.12615033984184265,36864
574,3,0.12900413572788239,36864
575,4,0.1325937956571579,36864
576,1,0.13051918148994446,37120
577,2,0.12597808241844177,37120
578,3,0.12881232798099518,37120
579,4,0.13235822319984436,37120
580,1,0.1303333342075348,37376
581,2,0.12580816447734833,37376
582,3,0.1286231279373169,37376
